"work_year","experience_level","employment_type","job_title","salary_in_usd","remote_ratio","company_size","company_location"
4,2,3,6,1,5,"1","US"
4,2,3,6,1,5,"1","US"
4,1,1,2,4,5,"2","CA"
4,1,1,2,3,5,"2","CA"
4,1,1,7,5,1,"3","US"
4,1,1,7,3,1,"3","US"
4,1,1,2,5,1,"2","CA"
4,1,1,2,3,1,"2","CA"
4,1,1,2,3,1,"2","US"
4,1,1,2,2,1,"2","US"
4,1,1,3,3,5,"2","US"
4,1,1,3,2,5,"2","US"
4,3,1,7,5,1,"3","US"
4,3,1,7,3,1,"3","US"
4,1,1,2,4,1,"2","US"
4,1,1,2,3,1,"2","US"
4,2,1,3,3,5,"2","US"
4,2,1,3,3,5,"2","US"
4,1,1,5,5,5,"2","GB"
4,1,1,5,3,5,"2","GB"
4,1,1,4,4,1,"2","US"
4,1,1,4,3,1,"2","US"
4,1,1,1,6,1,"2","US"
4,1,1,1,2,1,"2","US"
4,2,1,1,4,1,"2","US"
4,2,1,1,3,1,"2","US"
4,2,1,3,3,1,"2","US"
4,2,1,3,2,1,"2","US"
3,2,1,4,1,3,"3","IN"
4,3,1,7,5,1,"3","US"
4,3,1,7,3,1,"3","US"
4,1,1,1,6,1,"2","US"
4,1,1,1,5,1,"2","US"
4,1,1,2,5,5,"2","US"
4,1,1,2,4,5,"2","US"
4,1,1,2,6,5,"2","US"
4,1,1,2,5,5,"2","US"
4,1,1,2,6,5,"2","US"
4,1,1,2,4,5,"2","US"
4,1,1,2,5,5,"2","US"
4,1,1,2,4,5,"2","US"
4,1,1,1,5,5,"2","US"
4,1,1,1,3,5,"2","US"
4,4,1,2,6,1,"2","US"
4,4,1,2,4,1,"2","US"
4,1,1,1,5,5,"2","US"
4,1,1,1,4,5,"2","US"
4,1,1,2,4,5,"2","US"
4,1,1,2,3,5,"2","US"
4,1,1,1,5,1,"2","US"
4,1,1,1,4,1,"2","US"
4,1,1,1,5,5,"2","US"
4,1,1,1,5,5,"2","US"
4,1,1,7,7,1,"3","US"
4,1,1,7,4,1,"3","US"
4,1,1,1,3,1,"2","US"
4,1,1,1,2,1,"2","US"
4,1,1,2,5,5,"2","US"
4,1,1,2,5,5,"2","US"
4,1,1,8,6,5,"2","US"
4,1,1,8,4,5,"2","US"
4,1,1,1,4,5,"2","US"
4,1,1,1,3,5,"2","US"
4,1,1,4,3,5,"2","US"
4,1,1,1,5,5,"2","US"
4,1,1,1,4,5,"2","US"
4,1,1,1,4,1,"2","US"
4,1,1,1,3,1,"2","US"
4,1,1,2,1,1,"2","ES"
4,1,1,2,1,1,"2","ES"
4,1,1,2,3,1,"2","US"
4,1,1,2,2,1,"2","US"
4,3,1,4,4,1,"2","US"
4,3,1,4,3,1,"2","US"
4,1,1,1,5,5,"2","US"
4,1,1,1,4,5,"2","US"
4,1,1,3,5,1,"3","US"
4,1,1,3,3,1,"3","US"
4,1,1,3,3,1,"2","US"
4,1,1,3,2,1,"2","US"
4,1,1,1,4,1,"2","US"
4,1,1,1,3,1,"2","US"
4,1,1,1,4,1,"2","US"
4,1,1,1,2,1,"2","US"
4,1,1,5,4,1,"2","US"
4,1,1,5,3,1,"2","US"
4,1,1,1,5,1,"2","US"
4,1,1,1,3,1,"2","US"
4,3,1,9,5,3,"3","US"
4,1,1,2,3,1,"2","US"
4,1,1,2,3,1,"2","US"
4,1,1,5,6,1,"2","US"
4,1,1,5,5,1,"2","US"
4,1,1,5,4,1,"2","US"
4,1,1,5,3,1,"2","US"
4,1,1,4,6,5,"2","US"
4,1,1,4,4,5,"2","US"
4,1,1,5,6,1,"2","US"
4,1,1,5,5,1,"2","US"
4,1,1,1,4,1,"2","US"
4,1,1,1,3,1,"2","US"
4,1,1,1,6,1,"2","US"
4,1,1,1,3,1,"2","US"
4,1,1,1,4,5,"2","US"
4,1,1,1,3,5,"2","US"
4,1,1,4,7,1,"3","US"
4,1,1,4,4,1,"3","US"
4,2,1,1,2,5,"2","US"
4,2,1,1,2,5,"2","US"
4,3,1,1,2,1,"2","US"
4,3,1,1,2,1,"2","US"
4,1,1,2,3,5,"2","US"
4,1,1,2,2,5,"2","US"
4,3,1,3,2,1,"2","US"
4,3,1,3,2,1,"2","US"
4,1,1,3,5,1,"2","US"
4,1,1,3,3,1,"2","US"
4,1,1,4,7,5,"2","US"
4,1,1,4,5,5,"2","US"
4,1,1,1,2,5,"2","US"
4,1,1,1,2,5,"2","US"
4,1,1,2,4,1,"2","US"
4,1,1,2,4,1,"2","US"
4,1,1,5,5,1,"2","US"
4,1,1,5,3,1,"2","US"
4,2,1,1,2,5,"2","US"
4,2,1,1,2,5,"2","US"
4,2,1,3,1,1,"2","GB"
4,2,1,3,1,1,"2","GB"
4,1,1,1,3,1,"2","US"
4,1,1,1,3,1,"2","US"
4,1,1,3,4,1,"2","US"
4,1,1,3,3,1,"2","US"
4,1,1,7,7,1,"3","US"
4,1,1,7,4,1,"3","US"
4,1,1,4,4,1,"2","US"
4,1,1,4,3,1,"2","US"
4,2,1,1,4,1,"2","US"
4,2,1,1,3,1,"2","US"
4,1,1,5,3,5,"2","US"
4,1,1,5,3,5,"2","US"
4,1,1,1,3,1,"2","US"
4,1,1,1,3,1,"2","US"
4,1,1,7,5,1,"3","US"
4,1,1,7,3,1,"3","US"
4,1,1,1,5,1,"2","US"
4,1,1,1,4,1,"2","US"
4,1,1,1,5,5,"2","US"
4,1,1,1,4,5,"2","US"
4,2,1,2,2,1,"2","GB"
4,2,1,2,2,1,"2","GB"
4,3,1,3,2,5,"2","US"
4,3,1,3,2,5,"2","US"
4,1,1,1,4,1,"2","US"
4,1,1,1,3,1,"2","US"
4,2,1,4,6,1,"2","US"
4,2,1,4,5,1,"2","US"
4,1,1,2,5,1,"2","US"
4,1,1,2,4,1,"2","US"
4,1,1,2,4,1,"2","US"
4,1,1,2,4,1,"2","US"
4,1,1,8,4,5,"2","US"
4,1,1,8,3,5,"2","US"
4,1,1,8,4,5,"2","US"
4,1,1,8,3,5,"2","US"
4,4,1,1,5,1,"2","US"
4,4,1,1,5,1,"2","US"
4,2,1,1,4,1,"2","US"
4,2,1,1,3,1,"2","US"
4,1,1,1,4,5,"2","US"
4,1,1,1,3,5,"2","US"
4,1,1,4,5,1,"2","US"
4,1,1,4,4,1,"2","US"
4,1,1,2,5,1,"2","CA"
4,1,1,2,4,1,"2","CA"
4,1,1,3,3,5,"2","US"
4,1,1,3,2,5,"2","US"
4,3,1,1,1,5,"3","IN"
4,1,1,3,3,1,"2","US"
4,1,1,3,3,1,"2","US"
4,1,1,1,3,1,"2","US"
4,1,1,1,2,1,"2","US"
4,1,1,1,3,1,"2","US"
4,1,1,1,3,1,"2","US"
4,1,1,1,4,1,"2","US"
4,1,1,1,3,1,"2","US"
4,1,1,2,5,1,"2","US"
4,1,1,2,4,1,"2","US"
4,1,1,1,3,1,"2","US"
4,1,1,1,2,1,"2","US"
4,4,1,1,3,1,"2","US"
4,4,1,1,3,1,"2","US"
4,1,1,2,5,1,"2","US"
4,1,1,2,4,1,"2","US"
4,1,1,2,5,1,"3","US"
4,1,1,2,3,1,"3","US"
4,1,1,2,5,1,"2","US"
4,1,1,2,3,1,"2","US"
4,1,1,10,4,1,"2","US"
4,1,1,10,3,1,"2","US"
4,1,1,5,4,5,"2","US"
4,1,1,5,3,5,"2","US"
3,1,1,2,2,5,"3","GB"
4,3,1,1,2,1,"2","US"
4,3,1,1,2,1,"2","US"
4,1,1,3,3,1,"2","US"
4,1,1,3,3,1,"2","US"
4,1,1,3,2,1,"2","US"
4,1,1,3,2,1,"2","US"
4,1,1,1,5,5,"2","US"
4,1,1,1,4,5,"2","US"
4,1,1,2,4,5,"2","US"
4,1,1,2,3,5,"2","US"
4,1,1,3,4,1,"2","US"
4,1,1,3,3,1,"2","US"
4,1,1,2,1,1,"2","ES"
4,1,1,2,1,1,"2","ES"
4,1,1,1,5,1,"3","US"
4,1,1,1,3,1,"3","US"
4,1,1,5,4,5,"2","US"
4,1,1,5,3,5,"2","US"
4,1,1,5,4,5,"2","US"
4,1,1,5,3,5,"2","US"
4,1,1,7,6,1,"3","US"
4,1,1,7,3,1,"3","US"
4,4,1,1,4,1,"2","US"
4,4,1,1,3,1,"2","US"
4,1,1,7,6,1,"3","US"
4,1,1,7,3,1,"3","US"
4,1,1,9,3,5,"2","US"
4,1,1,9,3,5,"2","US"
4,1,1,7,5,5,"2","US"
4,1,1,7,4,5,"2","US"
4,1,1,3,3,5,"2","US"
4,1,1,3,3,5,"2","US"
4,1,1,2,4,1,"2","US"
4,1,1,2,4,1,"2","US"
4,1,1,1,5,5,"2","US"
4,1,1,1,3,5,"2","US"
4,1,1,2,4,1,"2","US"
4,1,1,2,3,1,"2","US"
4,1,1,2,4,5,"2","US"
4,1,1,2,3,5,"2","US"
4,1,1,2,4,1,"2","US"
4,1,1,2,4,1,"2","US"
4,1,1,7,5,1,"3","US"
4,1,1,7,3,1,"3","US"
4,4,1,5,5,5,"2","US"
4,4,1,5,4,5,"2","US"
4,1,1,3,4,1,"2","US"
4,1,1,3,3,1,"2","US"
4,1,1,9,5,1,"2","US"
4,1,1,9,3,1,"2","US"
4,1,1,2,4,5,"2","US"
4,1,1,2,2,5,"2","US"
4,1,1,1,4,1,"2","US"
4,1,1,1,3,1,"2","US"
4,1,1,2,5,1,"2","US"
4,1,1,2,4,1,"2","US"
4,1,1,3,3,5,"2","US"
4,1,1,3,2,5,"2","US"
4,1,1,3,3,5,"2","US"
4,1,1,3,3,5,"2","US"
4,1,1,2,5,1,"2","US"
4,1,1,2,4,1,"2","US"
4,1,1,2,4,1,"2","US"
4,1,1,2,3,1,"2","US"
4,1,1,3,3,1,"2","US"
4,1,1,3,3,1,"2","US"
4,3,1,3,1,1,"3","CA"
4,2,1,4,6,5,"2","US"
4,2,1,4,4,5,"2","US"
4,3,1,2,2,5,"3","CA"
4,1,1,8,6,1,"2","US"
4,1,1,8,4,1,"2","US"
4,1,1,1,3,1,"2","US"
4,1,1,1,3,1,"2","US"
4,1,1,3,3,1,"2","US"
4,1,1,3,3,1,"2","US"
4,3,1,2,3,5,"2","US"
4,3,1,2,2,5,"2","US"
4,2,1,2,2,5,"2","US"
4,2,1,2,2,5,"2","US"
4,1,1,3,4,5,"2","CA"
4,1,1,3,3,5,"2","CA"
4,3,1,1,2,1,"2","US"
4,3,1,1,2,1,"2","US"
4,1,1,4,6,1,"2","US"
4,1,1,4,3,1,"2","US"
4,1,1,1,5,5,"2","US"
4,1,1,1,4,5,"2","US"
4,1,1,2,5,5,"2","US"
4,1,1,2,3,5,"2","US"
4,3,1,7,5,1,"3","US"
4,3,1,7,3,1,"3","US"
4,1,1,1,5,1,"2","US"
4,1,1,1,3,1,"2","US"
4,1,1,2,4,1,"2","US"
4,1,1,2,3,1,"2","US"
4,1,1,2,5,5,"2","US"
4,1,1,2,4,5,"2","US"
4,1,1,4,7,5,"2","US"
4,1,1,4,4,5,"2","US"
4,1,1,1,3,1,"2","US"
4,1,1,1,3,1,"2","US"
4,1,1,2,3,5,"2","US"
4,1,1,2,3,5,"2","US"
4,2,1,3,2,1,"2","US"
4,2,1,3,2,1,"2","US"
4,2,1,9,4,1,"2","GB"
4,2,1,9,3,1,"2","GB"
4,1,1,1,5,1,"2","US"
4,1,1,1,4,1,"2","US"
4,1,1,1,5,1,"2","US"
4,1,1,1,3,1,"2","US"
4,1,1,4,6,1,"2","US"
4,1,1,4,5,1,"2","US"
4,1,1,1,3,1,"2","US"
4,1,1,1,3,1,"2","US"
4,1,1,3,4,1,"2","US"
4,1,1,3,3,1,"2","US"
4,1,1,1,4,1,"2","US"
4,1,1,1,4,1,"2","US"
4,1,1,2,4,5,"2","US"
4,1,1,2,3,5,"2","US"
4,2,1,2,4,5,"2","US"
4,2,1,2,3,5,"2","US"
4,4,1,2,4,1,"2","US"
4,4,1,2,3,1,"2","US"
4,1,1,2,1,1,"2","ES"
4,1,1,2,1,1,"2","ES"
4,3,1,1,2,1,"2","US"
4,3,1,1,2,1,"2","US"
4,2,1,1,3,1,"2","US"
4,2,1,1,2,1,"2","US"
4,1,1,3,3,5,"2","US"
4,1,1,3,2,5,"2","US"
4,1,1,5,4,1,"2","US"
4,1,1,5,3,1,"2","US"
4,1,1,3,3,1,"2","US"
4,1,1,3,3,1,"2","US"
4,1,1,4,5,1,"2","US"
4,1,1,4,4,1,"2","US"
4,1,1,2,6,1,"2","US"
4,1,1,2,4,1,"2","US"
4,4,1,8,4,1,"2","US"
4,4,1,8,4,1,"2","US"
4,1,1,2,4,1,"2","US"
4,1,1,2,3,1,"2","US"
4,1,1,2,4,5,"2","US"
4,1,1,2,3,5,"2","US"
4,1,1,2,5,5,"2","US"
4,1,1,2,3,5,"2","US"
4,1,1,3,2,1,"2","US"
4,1,1,3,2,1,"2","US"
4,1,1,1,3,1,"2","US"
4,1,1,1,2,1,"2","US"
4,3,1,3,2,5,"2","US"
4,3,1,3,2,5,"2","US"
4,1,1,4,4,1,"2","US"
4,1,1,4,3,1,"2","US"
4,1,1,3,5,5,"2","US"
4,1,1,3,4,5,"2","US"
4,1,1,4,3,1,"2","US"
4,1,1,4,2,1,"2","US"
4,1,1,2,4,5,"2","US"
4,1,1,2,4,5,"2","US"
4,1,1,7,5,1,"3","US"
4,1,1,7,3,1,"3","US"
4,1,1,7,6,1,"3","US"
4,1,1,7,3,1,"3","US"
4,1,1,3,4,1,"2","US"
4,1,1,3,3,1,"2","US"
4,1,1,7,5,5,"2","US"
4,1,1,7,4,5,"2","US"
4,1,1,4,3,5,"2","CA"
4,1,1,4,2,5,"2","CA"
4,2,1,3,4,1,"2","US"
4,2,1,3,3,1,"2","US"
4,1,1,1,5,1,"2","US"
4,1,1,1,3,1,"2","US"
4,2,1,3,2,1,"2","GB"
4,2,1,3,2,1,"2","GB"
4,1,1,1,6,1,"2","US"
4,1,1,1,3,1,"2","US"
4,3,1,1,2,5,"2","US"
4,3,1,1,2,5,"2","US"
4,1,1,1,4,5,"2","US"
4,1,1,1,3,5,"2","US"
4,1,1,2,6,1,"2","CA"
4,1,1,2,4,1,"2","CA"
4,1,1,2,4,1,"2","US"
4,1,1,2,3,1,"2","US"
4,2,1,8,4,1,"2","US"
4,2,1,8,3,1,"2","US"
4,1,1,2,4,1,"2","US"
4,1,1,2,4,1,"2","US"
4,2,1,1,3,1,"2","US"
4,2,1,1,2,1,"2","US"
4,4,1,1,6,5,"2","US"
4,4,1,1,5,5,"2","US"
4,1,1,3,2,5,"2","US"
4,1,1,3,2,5,"2","US"
4,1,1,1,5,1,"2","US"
4,1,1,1,4,1,"2","US"
4,1,1,2,6,5,"2","US"
4,1,1,2,4,5,"2","US"
4,2,1,9,5,5,"2","US"
4,2,1,9,4,5,"2","US"
4,1,1,2,4,5,"2","US"
4,1,1,2,4,5,"2","US"
4,1,1,2,7,1,"2","US"
4,1,1,2,4,1,"2","US"
4,1,1,1,3,1,"2","US"
4,1,1,1,2,1,"2","US"
4,1,1,1,4,1,"2","US"
4,1,1,1,3,1,"2","US"
4,1,1,1,4,1,"2","US"
4,1,1,1,3,1,"2","US"
4,1,1,2,5,1,"2","US"
4,1,1,2,4,1,"2","US"
4,1,1,1,5,1,"2","US"
4,1,1,1,3,1,"2","US"
4,1,1,4,5,1,"2","US"
4,1,1,4,4,1,"2","US"
4,1,1,3,4,1,"2","US"
4,1,1,3,3,1,"2","US"
4,1,1,3,3,1,"2","US"
4,1,1,3,3,1,"2","US"
4,1,1,1,3,1,"2","US"
4,1,1,1,3,1,"2","US"
4,1,1,9,4,1,"2","US"
4,1,1,9,3,1,"2","US"
4,1,1,3,4,5,"2","US"
4,1,1,3,3,5,"2","US"
4,1,1,2,6,5,"2","US"
4,1,1,2,4,5,"2","US"
4,1,1,8,4,5,"2","US"
4,1,1,8,3,5,"2","US"
4,2,1,8,4,1,"2","US"
4,2,1,8,3,1,"2","US"
4,1,1,9,5,1,"2","US"
4,1,1,9,4,1,"2","US"
4,2,1,4,3,3,"3","US"
4,1,1,4,5,5,"2","US"
4,1,1,4,4,5,"2","US"
4,1,1,1,4,5,"2","US"
4,1,1,1,4,5,"2","US"
4,1,1,2,4,1,"2","US"
4,1,1,2,3,1,"2","US"
4,1,1,1,3,1,"2","US"
4,1,1,1,3,1,"2","US"
4,2,1,1,3,1,"2","US"
4,2,1,1,3,1,"2","US"
4,2,1,4,3,1,"2","US"
4,2,1,4,2,1,"2","US"
4,1,1,2,4,5,"2","US"
4,1,1,2,3,5,"2","US"
4,1,1,3,5,1,"2","US"
4,1,1,3,3,1,"2","US"
4,1,1,5,4,1,"2","US"
4,1,1,5,3,1,"2","US"
4,1,1,1,4,1,"2","US"
4,1,1,1,3,1,"2","US"
4,1,1,2,6,5,"2","US"
4,1,1,2,4,5,"2","US"
4,2,1,1,3,1,"2","US"
4,2,1,1,3,1,"2","US"
4,4,1,2,3,1,"2","US"
4,4,1,2,2,1,"2","US"
4,1,1,3,4,5,"2","US"
4,1,1,3,2,5,"2","US"
4,1,1,3,4,1,"2","US"
4,1,1,3,3,1,"2","US"
4,2,1,3,3,1,"2","US"
4,2,1,3,2,1,"2","US"
4,2,1,1,4,1,"2","US"
4,2,1,1,3,1,"2","US"
4,1,1,2,6,5,"2","US"
4,1,1,2,4,5,"2","US"
4,1,1,3,3,1,"2","US"
4,1,1,3,3,1,"2","US"
4,1,1,3,2,5,"2","US"
4,1,1,3,2,5,"2","US"
4,1,1,1,4,5,"2","CA"
4,1,1,1,3,5,"2","CA"
4,2,1,3,4,1,"2","US"
4,2,1,3,3,1,"2","US"
4,2,1,2,2,1,"2","GB"
4,2,1,2,2,1,"2","GB"
4,3,1,2,4,1,"2","US"
4,3,1,2,3,1,"2","US"
4,2,1,2,2,1,"2","GB"
4,2,1,2,2,1,"2","GB"
4,2,1,2,3,1,"2","GB"
4,2,1,2,2,1,"2","GB"
4,1,1,1,3,1,"2","US"
4,1,1,1,3,1,"2","US"
4,4,1,1,6,1,"2","US"
4,4,1,1,5,1,"2","US"
4,1,1,1,4,5,"2","US"
4,1,1,1,3,5,"2","US"
4,2,1,1,2,5,"2","US"
4,2,1,1,2,5,"2","US"
4,3,1,3,2,5,"2","US"
4,3,1,3,2,5,"2","US"
4,1,1,1,6,1,"2","US"
4,1,1,1,3,1,"2","US"
4,3,1,1,2,5,"2","US"
4,3,1,1,2,5,"2","US"
4,2,1,3,2,5,"2","US"
4,2,1,3,2,5,"2","US"
4,1,1,2,5,1,"2","US"
4,1,1,2,3,1,"2","US"
4,1,1,3,4,5,"2","US"
4,1,1,3,3,5,"2","US"
4,3,1,1,2,5,"2","US"
4,3,1,1,2,5,"2","US"
4,1,1,2,4,1,"2","US"
4,1,1,2,3,1,"2","US"
4,3,1,1,3,1,"2","US"
4,3,1,1,2,1,"2","US"
4,1,1,1,4,1,"2","US"
4,1,1,1,3,1,"2","US"
4,1,1,2,5,5,"2","US"
4,1,1,2,3,5,"2","US"
4,2,1,1,2,5,"2","US"
4,2,1,1,2,5,"2","US"
4,1,1,1,3,1,"2","US"
4,1,1,1,3,1,"2","US"
4,1,1,2,6,1,"2","CA"
4,1,1,2,4,1,"2","CA"
4,2,1,1,3,1,"2","US"
4,2,1,1,3,1,"2","US"
4,1,1,1,5,1,"3","US"
4,1,1,1,3,1,"3","US"
4,1,1,1,6,1,"2","US"
4,1,1,1,3,1,"2","US"
4,1,1,2,5,1,"2","US"
4,1,1,2,4,1,"2","US"
4,1,1,2,4,5,"2","US"
4,1,1,2,3,5,"2","US"
4,1,1,1,4,1,"2","US"
4,1,1,1,3,1,"2","US"
4,1,1,2,4,1,"2","US"
4,1,1,2,3,1,"2","US"
4,1,1,8,3,5,"2","US"
4,1,1,8,3,5,"2","US"
4,1,1,1,4,5,"2","US"
4,1,1,1,3,5,"2","US"
4,1,1,1,4,5,"2","US"
4,1,1,1,3,5,"2","US"
4,1,1,3,4,1,"2","US"
4,1,1,3,3,1,"2","US"
4,1,1,8,8,5,"2","US"
4,1,1,8,5,5,"2","US"
4,1,1,3,4,1,"2","US"
4,1,1,3,3,1,"2","US"
4,1,1,3,5,5,"2","US"
4,1,1,3,3,5,"2","US"
4,1,1,1,6,1,"2","US"
4,1,1,1,5,1,"2","US"
4,4,1,1,4,1,"2","US"
4,4,1,1,3,1,"2","US"
4,3,1,3,2,5,"2","US"
4,3,1,3,2,5,"2","US"
4,1,1,1,6,1,"2","US"
4,1,1,1,4,1,"2","US"
4,1,1,3,3,5,"2","US"
4,1,1,3,2,5,"2","US"
4,1,1,2,4,1,"2","US"
4,1,1,2,3,1,"2","US"
4,1,1,4,3,5,"2","US"
4,1,1,4,3,5,"2","US"
4,2,1,3,5,1,"2","US"
4,2,1,3,3,1,"2","US"
4,1,1,8,3,5,"2","GB"
4,1,1,8,2,5,"2","GB"
4,1,1,3,3,5,"2","US"
4,1,1,3,2,5,"2","US"
4,1,1,5,3,1,"2","US"
4,1,1,5,2,1,"2","US"
4,2,1,3,4,1,"2","US"
4,2,1,3,3,1,"2","US"
4,2,1,1,4,1,"2","US"
4,2,1,1,3,1,"2","US"
4,1,1,10,6,1,"2","US"
4,1,1,10,5,1,"2","US"
4,2,1,2,3,1,"2","US"
4,2,1,2,2,1,"2","US"
4,1,1,1,3,1,"2","US"
4,1,1,1,2,1,"2","US"
4,3,1,1,3,1,"2","US"
4,3,1,1,2,1,"2","US"
4,1,1,1,4,1,"2","US"
4,1,1,1,3,1,"2","US"
4,1,1,2,5,1,"2","US"
4,1,1,2,4,1,"2","US"
4,2,1,2,3,1,"2","US"
